FID,PermitNo,FeatCLS,Contact,Source,National_I,Type_Flag,Shape_Leng,Shape_Area,Calc_Acres,QUAD_DESC,MINE_STATU,PER_NAME,REGION_DES,PERM_ACT,ACT_INAC,DATE_ISS,PER_TYPE,ORIG_PERM
1555,8884001,SF,KY Division of Mine Permits,KGS Project,KY8884001,INACT,1010.865551,43765.82924,1.004725189,DINGUS,RC,DONNIE PACK,PRESTONSBURG,  NW      02/18/1987,Released,1987-02-18,PERMANENT,8884001
1556,8885003,SF,KY Division of Mine Permits,KGS Project,KY8885003,INACT,1640.421096,41956.81476,0.963195931,DINGUS,FF,JEFFCO,PRESTONSBURG,  NW      04/19/1984,Released,1984-04-19,PERMANENT,8885003
1557,8885006,SF,KY Division of Mine Permits,KGS Project,KY8885006,INACT,1113.402103,20703.03338,0.475276248,DINGUS,FF,JEFFCO,PRESTONSBURG,  NW      06/21/1985,Released,1985-06-21,PERMANENT,8885006
1558,8885008,SF,KY Division of Mine Permits,KGS Project,KY8885008,INACT,2093.148286,79858.20232,1.833292064,DINGUS,RC,LICK FALLS COAL CO,PRESTONSBURG,  RV      06/16/1987  AM      10/21/1986  NW      06/10/1985,Released,1985-06-10,PERMANENT,8885008
1559,8885009,SF,KY Division of Mine Permits,KGS Project,KY8885009,INACT,5220.826679,194357.1727,4.461826738,DINGUS,RC,LICK FALLS COAL CO,PRESTONSBURG,  MA      09/23/1993  MT      01/04/1993  RN      11/02/1990,Released,1985-11-01,PERMANENT,8885009
1560,8885011,SF,KY Division of Mine Permits,KGS Project,KY8885011,INACT,2833.223265,65118.95877,1.494925592,DINGUS,FF,G D & M COAL INC,PRESTONSBURG,  SU      11/06/1985,Released,1985-11-06,PERMANENT,8885004
1561,8885013,SF,KY Division of Mine Permits,KGS Project,KY8885013,INACT,1410.83367,73567.55962,1.688878779,DINGUS,RC,LICK FALLS COAL CO,PRESTONSBURG,  MA      08/27/1993  MI      03/17/1987  NW      01/16/1987,Released,1987-01-16,PERMANENT,8885013
1562,8885021,SF,KY Division of Mine Permits,KYDMP,KY8885021,INACT,1767.547404,97155.4679,2.230382642,DINGUS,FF,BSE MINING INC,PRESTONSBURG,  MT   1  03/23/2005  MI   1  12/16/2002  NW   1  02/18/2002,Released,2002-02-18,PERMANENT,8885021
1563,8885026,SF,KY Division of Mine Permits,KYDMP,KY8885026,INACT,9826.678406,825055.3936,18.9406656,DINGUS,FF,BSE MINING INC,PRESTONSBURG,  MT   1  09/19/2005  MI   3  05/24/2005  MI   2  10/10/2002,Released,2001-11-01,PERMANENT,8885022
1564,8885029,SF,KY Division of Mine Permits,KYDMP,KY8885029,INACT,4693.934204,416371.2606,9.558568884,DINGUS,FF,CINDAS CREEK #2 LLC,PRESTONSBURG,  RN   1  10/04/2005  SU   2  04/06/2005,Released,2005-04-06,PERMANENT,8885023
1565,8885030,SF,KY Division of Mine Permits,KYDMP,KY8885030,INACT,19098.32796,1290202.882,29.61898261,DINGUS,RC,MINE RITE COAL CO INC,PRESTONSBURG,  MT   1  04/30/2009  NW   1  04/02/2007,Released,2007-04-02,PERMANENT,8885030
1566,0360037,SF,KY Division of Mine Permits,KGS Project,KY0360037,INACT,13569.87223,258368.6386,5.931327792,THOMAS,RC,3 M DEVELOPMENT CO,PRESTONSBURG,  RV      05/18/1987  RV      11/09/1984  NW      06/15/1981,Released,1981-06-15,INTERIM,0360037
1567,0360108,SF,KY Division of Mine Permits,KGS Project,KY0360108,INACT,46091.65923,7014346.856,161.0272465,LANCER,RC,AGIPCOAL USA INC,PRESTONSBURG,  MI      08/01/1989  MI      04/17/1989  NC      04/11/1989,Released,1982-07-14,INTERIM,0360108
1568,0365024,SF,KY Division of Mine Permits,KGS Project,KY0365024,INACT,4225.591319,82557.59241,1.895261534,THOMAS,RC,3 M DEVELOPMENT CO,PRESTONSBURG,  NW      09/28/1979,Released,1979-09-28,INTERIM,0365024
1569,0365136,SF,KY Division of Mine Permits,KGS Project,KY0365136,INACT,3815.488164,80615.63614,1.850680352,THOMAS,RC,DELTA ENERGY CORP,PRESTONSBURG,  SU      02/07/1983  NW      07/09/1981,Released,1981-07-09,INTERIM,0365136
1570,0580010,SF,KY Division of Mine Permits,KGS Project,KY0580010,INACT,62737.45145,10468655.99,240.3272725,LANCER,RC,WESTERN COAL CORP,PRESTONSBURG,  RV      12/07/1981  RV      12/18/1980  RV      11/25/1980,Released,1978-12-29,INTERIM,0580010
1571,0640004,SF,KY Division of Mine Permits,KGS Project,KY0640004,INACT,9757.468853,1192054.506,27.36580593,RICHARDSON,RC,TEMCO COAL CO INC,PRESTONSBURG,  NW      12/20/1979,Released,1979-12-20,INTERIM,0640004
1572,0640005,SF,KY Division of Mine Permits,KGS Project,KY0640005,INACT,6409.60743,482826.117,11.08416247,RICHARDSON,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  RV      09/27/1978,Released,1978-09-27,INTERIM,0640005
1573,0640027,SF,KY Division of Mine Permits,KGS Project,KY0640027,INACT,9059.77998,177166.9879,4.067194396,MILO,RC,CHISHOLM & ASSOCIATES MINING,PRESTONSBURG,  RV      10/17/1983  AM      02/19/1981  NW      07/06/1979,Released,1979-07-06,INTERIM,0640027
1574,0640031,SF,KY Division of Mine Permits,KGS Project,KY0640031,INACT,17389.54069,1261308.974,28.95566975,MILO,RC,CHISHOLM & ASSOCIATES MINING,PRESTONSBURG,  RV      05/17/1985  NW      09/11/1979,Released,1979-09-11,INTERIM,0640031
1575,0640047,SF,KY Division of Mine Permits,KGS Project,KY0640047,INACT,12383.35944,5108606.686,117.2774721,MILO,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  RV      06/27/1980,Released,1980-06-27,INTERIM,0640047
1576,0640048,SF,KY Division of Mine Permits,KGS Project,KY0640048,INACT,8766.570855,2347372.246,53.88825174,MILO,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  NW      06/19/1980,Released,1980-06-19,INTERIM,0640048
1577,0640050,SF,KY Division of Mine Permits,KGS Project,KY0640050,INACT,3070.251798,449329.6382,10.31518912,RICHARDSON,RC,BIZWIL INC,PRESTONSBURG,  RV      09/15/1986  RV      09/16/1985  SU      03/15/1984,Released,1980-09-24,INTERIM,0640050
1578,0640052,SF,KY Division of Mine Permits,KGS Project,KY0640052,INACT,28725.95894,2609324.164,59.90184031,MILO,RC,CHISHOLM & ASSOCIATES MINING,PRESTONSBURG,  RV      04/02/1986  AM      02/25/1981  NW      10/07/1980,Released,1980-10-07,INTERIM,0640052
1579,0640055,SF,KY Division of Mine Permits,KGS Project,KY0640055,INACT,10971.44975,3228594.973,74.11834188,MILO,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  AM      12/28/1981  NW      10/28/1980,Released,1980-10-28,INTERIM,0640055
1580,0640060,SF,KY Division of Mine Permits,KGS Project,KY0640060,INACT,13144.56179,1205976.485,27.68541058,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      04/06/1984  RV      06/18/1982  NW      08/25/1981,Released,1981-08-25,INTERIM,0640060
1581,0640063,SF,KY Division of Mine Permits,KGS Project,KY0640063,INACT,16631.93183,826561.8205,18.97524841,MILO,RC,ROCKCASTLE COLLIERS,PRESTONSBURG,  NW      04/01/1981,Released,1981-04-01,INTERIM,0640063
1582,0640068,SF,KY Division of Mine Permits,KGS Project,KY0640068,INACT,13285.61343,2199912.427,50.5030401,MILO,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  NW      04/15/1981,Released,1981-04-15,INTERIM,0640068
1583,0640075,SF,KY Division of Mine Permits,KGS Project,KY0640075,INACT,7382.421434,490723.1846,11.26545419,LOUISA,RC,H GROUP INC,PRESTONSBURG,  RV      02/16/1983  AM      06/30/1982  AM      12/11/1981,Released,1981-08-24,INTERIM,0640075
1584,0640077,SF,KY Division of Mine Permits,KGS Project,KY0640077,INACT,7925.66371,588653.4189,13.51362302,MILO,RC,CHISHOLM & ASSOCIATES MINING,PRESTONSBURG,  AM      04/21/1982  NW      12/04/1981,Released,1981-12-04,INTERIM,0640077
1585,0640082,SF,KY Division of Mine Permits,KGS Project,KY0640082,INACT,1530.32494,88531.42726,2.032401911,ADAMS,RC,D & C CONST CO,PRESTONSBURG,  NW      03/12/1982,Released,1982-03-12,INTERIM,0640082
1586,0640085,SF,KY Division of Mine Permits,KGS Project,KY0640085,INACT,14428.98911,2814009.447,64.60076783,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      03/15/1984  RV      06/06/1983  NW      04/06/1982,Released,1982-04-06,INTERIM,0640085
1587,0640089,SF,KY Division of Mine Permits,KGS Project,KY0640089,INACT,5217.480448,456021.7598,10.4688191,RICHARDSON,RC,CHISHOLM & ASSOCIATES MINING,PRESTONSBURG,  RV      06/14/1985  NW      02/04/1982,Released,1982-02-04,INTERIM,0640089
1588,0640094,SF,KY Division of Mine Permits,KGS Project,KY0640094,INACT,24477.08959,1765644.227,40.53361402,LOUISA,RC,H GROUP INC,PRESTONSBURG,  RV      04/25/1984  NW      02/16/1982,Released,1982-02-16,INTERIM,0640094
1589,0640095,SF,KY Division of Mine Permits,KGS Project,KY0640095,INACT,13089.59434,1761660.835,40.44216792,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      03/15/1984  NW      05/18/1982,Released,1982-05-18,INTERIM,0640095
1590,0640111,SF,KY Division of Mine Permits,KGS Project,KY0640111,INACT,3945.742766,335814.6638,7.709243888,MILO,RC,H GROUP INC,PRESTONSBURG,  MI      04/20/1988  SU      01/27/1984  NW      06/25/1982,Released,1982-06-25,INTERIM,0640111
1591,0800029,SF,KY Division of Mine Permits,KGS Project,KY0800029,INACT,22465.11622,2622603.344,60.20668833,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      03/23/1984  RV      10/17/1981  RV      01/21/1981,Released,1978-10-17,INTERIM,0800029
1592,0800031,SF,KY Division of Mine Permits,KGS Project,KY0800031,INACT,27211.24063,2360270.978,54.18436588,MILO,RC,TEMCO COAL CO INC,PRESTONSBURG,  NW      10/11/1978,Released,1978-10-11,INTERIM,0800031
1593,0800035,SF,KY Division of Mine Permits,KGS Project,KY0800035,INACT,9059.77998,177166.9879,4.067194396,MILO,RC,HERMITAGE COAL CO INC,PRESTONSBURG,  RV      03/19/1979,Released,1979-03-19,INTERIM,0800035
1594,0800082,SF,KY Division of Mine Permits,KGS Project,KY0800082,INACT,14115.97572,2992471.209,68.69768616,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      03/26/1984  NW      07/14/1982,Released,1982-07-14,INTERIM,0800082
1595,0800086,SF,KY Division of Mine Permits,KGS Project,KY0800086,INACT,8278.738687,1065962.697,24.4711363,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      03/26/1984  RV      12/06/1983  NW      01/21/1982,Released,1982-01-21,INTERIM,0800086
1596,0800103,SF,KY Division of Mine Permits,KGS Project,KY0800103,INACT,15544.40048,3615544.314,83.00147644,LANCER,RC,AGIPCOAL USA INC,PRESTONSBURG,  RV      06/27/1991  NC      06/23/1989  SU      07/21/1988,Released,1982-07-01,INTERIM,0800103
1597,0800105,SF,KY Division of Mine Permits,KGS Project,KY0800105,INACT,28582.56605,7051458.262,161.8792071,THOMAS,RC,AGIPCOAL USA INC,PRESTONSBURG,  MA      06/22/1989  NC      04/13/1989  SU      10/04/1988,Released,1982-06-09,INTERIM,0800105
1598,2360257,SF,KY Division of Mine Permits,KGS Project,KY2360257,INACT,67718.24186,5719654.138,131.3051914,LANCER,RC,DELTA ENERGY CORP,PRESTONSBURG,  SU      04/27/1983  RV      04/08/1981  RN      12/19/1977,Released,1977-12-19,INTERIM,2360257
1599,2360258,SF,KY Division of Mine Permits,KGS Project,KY2360258,INACT,39616.31512,4757312.069,109.2128574,LANCER,RC,WESTERN COAL CORP,PRESTONSBURG,  RV      01/12/1982  RV      11/25/1980  RV      06/23/1980,Released,1978-01-19,INTERIM,2360258
1600,2365045,SF,KY Division of Mine Permits,KGS Project,KY2365045,INACT,2204.682317,60922.94175,1.398598296,THOMAS,RC,CLINE BRANCH COAL CO,PRESTONSBURG,  NW      12/29/1978,Released,1978-12-29,INTERIM,2365045
1601,2365161,SF,KY Division of Mine Permits,KGS Project,KY2365161,INACT,12887.72321,254614.9933,5.845155952,LANCER,RC,VANTAGE COAL CO,PRESTONSBURG,  NW      08/13/1979,Released,1979-08-13,INTERIM,2365161
1602,2800141,SF,KY Division of Mine Permits,KGS Project,KY2800141,INACT,57757.50652,14841753.53,340.7197779,THOMAS,RC,ISLAND CREEK COAL COMPANY,PRESTONSBURG,  RV      10/21/1981  RV      05/19/1981  RV      02/06/1981,Released,1975-07-07,INTERIM,2800141
1603,2800226,SF,KY Division of Mine Permits,KGS Project,KY2800226,INACT,32353.39363,6576374.359,150.9727814,MILO,RC,BIZWIL INC,PRESTONSBURG,  SU      03/23/1984  RV      01/19/1982  RN      01/03/1978,Released,1978-01-03,INTERIM,2800226
1604,2800236,SF,KY Division of Mine Permits,KGS Project,KY2800236,INACT,39615.83517,11973607.05,274.8761949,LANCER,RC,WESTERN COAL CORP,PRESTONSBURG,  RV      12/05/1980  SU      11/05/1980,Released,1980-11-05,INTERIM,2800236
1605,2800238,SF,KY Division of Mine Permits,KGS Project,KY2800238,INACT,127939.827,30430865.86,698.5965532,OFFUTT,RC,AGIPCOAL USA INC,PRESTONSBURG,  NC      06/23/1989  MA      11/09/1988  SU      07/19/1988,Released,1980-04-14,INTERIM,2800238
1606,2807000,SF,KY Division of Mine Permits,KGS Project,KY2807000,INACT,74187.66297,1545651.021,35.48326495,INEZ,RC,ISLAND CREEK COAL COMPANY,PRESTONSBURG,  AM      12/14/1981  AM      11/14/1980  AM      05/07/1979,Released,1979-04-05,INTERIM,2807000
1607,463475X,SF,KY Division of Mine Permits,KGS Project,KY463475X,INACT,15464.98556,475041.6107,10.90545479,RHODA,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  NW      06/08/1976,Released,1976-06-08,PRE LAW,463475X
1608,483876X,SF,KY Division of Mine Permits,KGS Project,KY483876X,INACT,2709.783275,487207.5167,11.18474556,THOMAS,FF,THE CIRCLE C COAL CO INC,PRESTONSBURG,  NW      08/18/1976,Released,1976-08-18,PRE LAW,483876X
1609,492676X,SF,KY Division of Mine Permits,KGS Project,KY492676X,INACT,21604.05406,1877390.018,43.09894441,INEZ,RC,L T RUTH COAL CO,PRESTONSBURG,  NW      09/17/1976,Released,1976-09-17,PRE LAW,492676X
1610,517576X,SF,KY Division of Mine Permits,KGS Project,KY517576X,INACT,24846.51066,479885.7028,11.01665984,MILO,RC,RIDGEWAY FUEL CORP,PRESTONSBURG,  NW      11/24/1976,Released,1976-11-24,PRE LAW,517576X
1611,524776X,SF,KY Division of Mine Permits,KGS Project,KY524776X,INACT,47993.21421,3140416.674,72.0940467,THOMAS,RC,LONGBRANCH COAL CO,PRESTONSBURG,  NW      12/14/1976,Released,1976-12-14,PRE LAW,524776X
1612,545676X,SF,KY Division of Mine Permits,KGS Project,KY545676X,INACT,5448.739641,988912.7627,22.70231319,OFFUTT,RC,L T RUTH COAL CO,PRESTONSBURG,  NW      02/24/1977,Released,1977-02-24,PRE LAW,545676X
1613,571076X,SF,KY Division of Mine Permits,KGS Project,KY571076X,INACT,15441.65901,445715.4732,10.23221931,LANCER,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      05/18/1977,Released,1977-05-18,PRE LAW,571076X
1614,574776X,SF,KY Division of Mine Permits,KGS Project,KY574776X,INACT,20093.70432,400878.6895,9.202908391,RICHARDSON,RC,CLAIR BROS INC,PRESTONSBURG,  NW      05/25/1977,Released,1977-05-25,PRE LAW,574776X
1615,616877X,SF,KY Division of Mine Permits,KGS Project,KY616877X,INACT,33370.08299,2227521.335,51.13685343,RICHARDSON,FF,CLAIR BROS INC,PRESTONSBURG,  NW      08/31/1977,Released,1977-08-31,PRE LAW,616877X
1616,689077X,SF,KY Division of Mine Permits,KGS Project,KY689077X,INACT,22884.44644,5322361.761,122.1846134,MILO,RC,TEMCO COAL CO INC,PRESTONSBURG,  NW      02/02/1978,Released,1978-02-02,PRE LAW,689077X
1617,704477X,SF,KY Division of Mine Permits,KGS Project,KY704477X,INACT,36827.98694,715146.8723,16.41751314,MILO,RC,BIRCH COAL CO INC,PRESTONSBURG,  NW      04/11/1978,Released,1978-04-11,PRE LAW,704477X
1618,713077X,SF,KY Division of Mine Permits,KGS Project,KY713077X,INACT,8738.436653,733901.3866,16.84805754,ADAMS,FF,CLAIR BROS INC,PRESTONSBURG,  NW      05/01/1978,Released,1978-05-01,PRE LAW,713077X
1619,8360191,SF,KY Division of Mine Permits,KGS Project,KY8360191,INACT,15350.9744,2138183.421,49.08593712,LANCER,RC,HIGHWIRE INC,PRESTONSBURG,  MI      01/06/1993  MI      01/23/1990  NW      06/09/1989,Released,1989-06-09,PERMANENT,0360120
1620,8360194,SF,KY Division of Mine Permits,KGS Project,KY8360194,INACT,34537.78298,6812756.37,156.3993657,LANCER,RC,CUMBERLAND RIVER COAL COMPANY,PRESTONSBURG,  NC      03/24/1994  NC      04/17/1989  SU      08/30/1988,Released,1988-08-30,PERMANENT,8360024
1621,8360242,SF,KY Division of Mine Permits,KGS Project,KY8360242,INACT,59529.25623,9434555.12,216.5875831,LANCER,RC,ADDINGTON ENTERPRISES INC,PRESTONSBURG,  MA      09/23/1997  NC      01/26/1996  SU      10/05/1994,Released,1994-10-05,PERMANENT,8360021
1622,8365311,SF,KY Division of Mine Permits,KGS Project,KY8365311,INACT,17039.70498,440857.2266,10.12068932,LANCER,RC,ADDINGTON ENTERPRISES INC,PRESTONSBURG,  NC      01/26/1996  FR      01/24/1995  SU      05/17/1994,Released,1994-05-17,PERMANENT,0365233
1623,8580154,SF,KY Division of Mine Permits,KGS Project,KY8580154,INACT,45715.8074,10085136.3,231.522872,LANCER,RC,CZAR COAL CORPORATION,PRESTONSBURG,  MI      06/01/1998  MT      12/19/1997  MI      12/19/1996,Released,1996-02-28,PERMANENT,0580086
1624,8585055,SF,KY Division of Mine Permits,KYDMP,KY8585055,INACT,92897.22595,2722907.476,62.50935436,LANCER,RC,CZAR COAL CORPORATION,PRESTONSBURG,  RN      11/01/1996  SU      02/26/1996,Released,1996-02-26,PERMANENT,8585021
1625,8640015,SF,KY Division of Mine Permits,KGS Project,KY8640015,INACT,2470.635644,140769.7544,3.231628889,MILO,FF,BILL GILPIN,PRESTONSBURG,  NW      01/18/1984,Released,1984-01-18,PERMANENT,8640015
1626,8640019,SF,KY Division of Mine Permits,KGS Project,KY8640019,INACT,66454.58512,9749448.317,223.8165362,LOUISA,SF,LOCKWORTH INC,PRESTONSBURG,  AM      11/05/1985  RV      10/11/1985  NW      05/10/1985,Released,1985-05-10,PERMANENT,8640019
1627,8640054,SF,KY Division of Mine Permits,KGS Project,KY8640054,INACT,1851.818748,82069.9739,1.884067353,ADAMS,RC,JAKE JORDAN,PRESTONSBURG,  RV      02/09/1987  NW      03/05/1985,Released,1985-03-05,PERMANENT,8640054
1628,8640089,SF,KY Division of Mine Permits,KGS Project,KY8640089,INACT,5910.667493,901015.3448,20.68446613,MILO,RC,ADDINGTON INC,PRESTONSBURG,  SU      03/09/1987,Released,1987-03-09,PERMANENT,0640105
1629,8640129,SF,KY Division of Mine Permits,KGS Project,KY8640129,INACT,13934.22102,1883067.724,43.2292866,MILO,RC,ADDINGTON ENTERPRISES INC,PRESTONSBURG,  NC      01/26/1996  SU      05/17/1994,Released,1994-05-17,PERMANENT,0640104
1630,8640130,SF,KY Division of Mine Permits,KGS Project,KY8640130,INACT,10133.45959,2893568.426,66.42719068,MILO,RC,ADDINGTON ENTERPRISES INC,PRESTONSBURG,  NC      01/26/1996  SU      08/08/1994,Released,1994-08-08,PERMANENT,4640106
1631,8640131,SF,KY Division of Mine Permits,KGS Project,KY8640131,INACT,15379.93258,3091965.088,70.98175133,MILO,RC,ADDINGTON ENTERPRISES INC,PRESTONSBURG,  NC      01/26/1996  SU      10/28/1994,Released,1994-10-28,PERMANENT,4640085
1632,8640139,SF,KY Division of Mine Permits,KYDMP,KY8640139,INACT,47898.8717,6166772.388,141.569614,MILO,RC,ROCKCASTLE MINING COMPANY INC,PIKEVILLE,  MI   3  07/30/2010  MTS   1  03/22/2005  MT   1  02/16/200,Released,2001-12-06,PERMANENT,8640139
1633,8640152,SF,KY Division of Mine Permits,KYDMP,KY8640152,INACT,56664.62397,16050511.29,368.469038,RICHARDSON,RC,BROKEN RIDGE LLC,PRESTONSBURG,  MI   8  07/10/2012  MI   7  04/28/2010  MI   6  09/11/2008,Released,2001-09-13,PERMANENT,8640132
1634,8640169,SF,KY Division of Mine Permits,KYDMP,KY8640169,INACT,33350.83931,2909527.069,66.79355072,MILO,RC,ARGUS ENERGY LLC,PRESTONSBURG,  FR   1  07/10/2013  SU   1  09/29/2003,Released,2003-09-29,PERMANENT,8640155
1635,8640190,SF,KY Division of Mine Permits,KYDMP,KY8640190,INACT,117316.1159,19583834.87,449.5829861,MILO,RC,"MILLER BROS COAL, LLC",PRESTONSBURG,  MA   4  02/04/2008  SU   3  11/01/2005,Released,2005-11-01,PERMANENT,8640121
1636,8640193,SF,KY Division of Mine Permits,KYDMP,KY8640193,INACT,25811.15876,2715176.132,62.33186713,LOUISA,RC,EXECUTIVE COAL LLC,PIKEVILLE,  MA   2  08/09/2017  FR   2  07/16/2013  FR   1  04/28/2010,Released,2007-01-23,PERMANENT,8640193
1637,8647012,SF,KY Division of Mine Permits,KYDMP,KY8647012,INACT,32579.59182,1184917.634,27.20196587,MILO,RC,ARGUS ENERGY LLC,PIKEVILLE,  MI   4  02/10/2021  MI   3  08/27/2018  MT   4  03/23/2015,Released,2003-04-24,PERMANENT,8647011
1638,8648011,SF,KY Division of Mine Permits,KYDMP,KY8648011,INACT,1919.412985,246655.0754,5.662421382,ADAMS,FF,L & J DREDGING COMPANY INC,PRESTONSBURG,  MT      06/08/1995  RN      01/25/1994  SU      08/17/1989,Released,1989-08-17,PERMANENT,8646007
1639,8648012,SF,KY Division of Mine Permits,KYDMP,KY8648012,INACT,3128.927116,222559.0617,5.109253023,LOUISA,FF,SCIOTO COAL & COKE INC,PRESTONSBURG,  NW      09/25/1990,Released,1990-09-25,PERMANENT,8648012
1640,8800001,SF,KY Division of Mine Permits,KGS Project,KY8800001,INACT,94834.71819,8823940.618,202.569803,THOMAS,RC,MARTIN COUNTY COAL CORPORATION,PRESTONSBURG,  FR      08/23/1990  MA      11/03/1989  MI      03/09/1988,Released,1983-06-06,PERMANENT,8800001
1641,8800019,SF,KY Division of Mine Permits,KGS Project,KY8800019,INACT,57234.07098,15244345.56,349.9620192,MILO,RC,TRIPLE B CORPORATION,PRESTONSBURG,  MI   7  11/09/2000  MI   6  07/03/2000  MT      06/13/1996,Released,1984-03-06,PERMANENT,8800019
1642,8800069,SF,KY Division of Mine Permits,KGS Project,KY8800069,INACT,63001.27414,8689086.833,199.4739861,LANCER,RC,CUMBERLAND RIVER COAL COMPANY,PRESTONSBURG,  NC      03/24/1994  MA      03/24/1992  FR      07/03/1990,Released,1988-08-29,PERMANENT,4800100
1643,8800070,SF,KY Division of Mine Permits,KGS Project,KY8800070,INACT,69545.86731,16679815.41,382.9158725,THOMAS,RC,CUMBERLAND RIVER COAL COMPANY,PRESTONSBURG,  NC      03/24/1994  AM      11/07/1991  NC      04/17/1989,Released,1988-10-18,PERMANENT,0800097
1644,8800123,SF,KY Division of Mine Permits,KYDMP,KY8800123,INACT,50569.23456,5005491.683,114.9102774,THOMAS,RC,CZAR COAL CORPORATION,PRESTONSBURG,  MA   2  05/08/2000  SU      02/29/1996,Released,1996-02-29,PERMANENT,8800092
1645,8800198,SF,KY Division of Mine Permits,KYDMP,KY8800198,INACT,129210.8328,54188036.67,1243.98615,MILO,RC,LAUREL MOUNTAIN RESOURCES LLC,PRESTONSBURG,  MI   5  01/17/2014  MI   4  01/04/2013  SU   3  06/28/2011,Released,2011-06-28,PERMANENT,8800153
1646,8800199,SF,KY Division of Mine Permits,KYDMP,KY8800199,INACT,100200.035,19157925.5,439.8054522,MILO,RC,LAUREL MOUNTAIN RESOURCES LLC,PRESTONSBURG,  MA   5  02/28/2014  MI   4  08/28/2013  MA   3  07/30/2012,Released,2011-06-29,PERMANENT,8800160
1647,8805085,SF,KY Division of Mine Permits,KYDMP,KY8805085,INACT,50249.81874,1849931.19,42.46857644,OFFUTT,RC,RAVEN MINING CO,PRESTONSBURG,  SU      08/17/1990,Released,1990-08-17,PERMANENT,8805070
1648,8807011,SF,KY Division of Mine Permits,KYDMP,KY8807011,INACT,61530.73343,1332944.951,30.60020549,RICHARDSON,RC,ADDINGTON MINING INC,PRESTONSBURG,  SU      04/29/1998,Released,1998-04-29,PERMANENT,0807003
1649,0360009,SF,KY Division of Mine Permits,KGS Project,KY0360009,INACT,26188.21835,1834302.458,42.10979014,HAROLD,RC,HAYES INC,PRESTONSBURG,  RV      03/24/1981  NW      01/16/1979,Released,1979-01-16,INTERIM,0360009
1650,0360010,SF,KY Division of Mine Permits,KGS Project,KY0360010,INACT,15745.22001,306847.5778,7.044251098,HAROLD,RC,HAYES INC,PRESTONSBURG,  NW      01/11/1979,Released,1979-01-11,INTERIM,0360010
1651,0360036,SF,KY Division of Mine Permits,KGS Project,KY0360036,INACT,15585.05301,3054635.944,70.12479211,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      12/11/1980,Released,1980-12-11,INTERIM,0360036
1652,0360044,SF,KY Division of Mine Permits,KGS Project,KY0360044,INACT,68148.4905,15485433.98,355.4966479,HAROLD,RC,INDUSTRIAL FUELS CORP,PRESTONSBURG,  RV      10/27/1981  NW      02/24/1981,Released,1981-02-24,INTERIM,0360044
1653,0360072,SF,KY Division of Mine Permits,KGS Project,KY0360072,INACT,22613.59077,5424134.357,124.5209908,MCDOWELL,RC,COAL-MAC INC,PRESTONSBURG,  RV      07/22/1987  RV      01/26/1983  AM      06/24/1982,Released,1981-11-18,INTERIM,0360072
1654,0360086,SF,KY Division of Mine Permits,KGS Project,KY0360086,INACT,3254.055539,109692.1757,2.518185853,WAYLAND,RC,DONNA SUE PARSONS,PRESTONSBURG,  NW      02/22/1982,Released,1982-02-22,INTERIM,0360086
1655,0360102,SF,KY Division of Mine Permits,KGS Project,KY0360102,INACT,47945.21204,11449001.8,262.8329155,LANCER,RC,COW CREEK MINING CO INC,PRESTONSBURG,  NW      06/07/1982,Released,1982-06-07,INTERIM,0360102
1656,0360106,SF,KY Division of Mine Permits,KGS Project,KY0360106,INACT,23259.67684,957301.7041,21.97662314,HAROLD,RC,BIG D EXCAVATING,PRESTONSBURG,  RV      02/09/1987  NW      05/28/1982,Released,1982-05-28,INTERIM,0360106
1657,0360142,SF,KY Division of Mine Permits,KGS Project,KY0360142,INACT,18296.11704,1609246.954,36.94322667,MCDOWELL,RC,RASCHELLA COAL CORPORATION,PRESTONSBURG,  MA      05/03/1988  RV      08/01/1984  RV      02/16/1984,Released,1982-07-19,INTERIM,0360142
1658,0365003,SF,KY Division of Mine Permits,KGS Project,KY0365003,INACT,10571.03605,203235.6201,4.665647844,IRONTON,RC,SLONE COAL CO,PRESTONSBURG,  RV      10/03/1978,Released,1978-10-03,INTERIM,0365003
1659,0365010,SF,KY Division of Mine Permits,KGS Project,KY0365010,INACT,20437.0331,441977.3156,10.14640302,HAROLD,RC,TRIPLE ELKHORN MINING CO,PRESTONSBURG,  NW      12/22/1978,Released,1978-12-22,INTERIM,0365010
1660,0365021,SF,KY Division of Mine Permits,KGS Project,KY0365021,INACT,4478.468236,104165.6004,2.391313139,HAROLD,RC,KISER BROTHERS COAL CO INC,PRESTONSBURG,  NW      04/16/1979,Released,1979-04-16,INTERIM,0365021
